1.jpg 0 [133.73519897460938,65.8331527709961]
Fruit (2447).jpg 5 [101.55108642578125,109.69711494445801]
Fruit (245).jpg 0 [76.31398010253906,74.7608528137207]
Fruit (245).jpg 1 [134.2103271484375,34.71843338012695]
Fruit (245).jpg 2 [31.023008346557617,109.01019287109375]
Fruit (245).jpg 3 [195.7219696044922,144.00336837768555]
Fruit (245).jpg 4 [128.30787658691406,88.51809692382812]
Fruit (245).jpg 5 [105.86219787597656,139.06386852264404]
Fruit (245).jpg 6 [199.90628051757812,40.50633239746094]
Fruit (245).jpg 7 [188.8525390625,96.35652732849121]
Fruit (2450).jpg 0 [54.52561569213867,80.10221481323242]
Fruit (2450).jpg 1 [134.85989379882812,47.45552444458008]
Fruit (2450).jpg 2 [86.01055908203125,140.0756378173828]
Fruit (2450).jpg 3 [146.30880737304688,153.61675834655762]
Fruit (2450).jpg 4 [201.48268127441406,140.16210460662842]
Fruit (2450).jpg 5 [193.82330322265625,89.96976852416992]
Fruit (2450).jpg 6 [115.25814819335938,101.34534645080566]
Fruit (2451).jpg 0 [98.64433288574219,83.20866775512695]
Fruit (2451).jpg 1 [245.77581787109375,85.96710205078125]
Fruit (2451).jpg 2 [181.91392517089844,31.06163787841797]
Fruit (2451).jpg 3 [183.9654541015625,127.03664207458496]
Fruit (2451).jpg 4 [189.87840270996094,78.58439254760742]
Fruit (2451).jpg 5 [128.06732177734375,59.37416076660156]
Fruit (2452).jpg 0 [54.52561569213867,80.10221481323242]
Fruit (2452).jpg 1 [134.85989379882812,47.45552444458008]
Fruit (2452).jpg 2 [86.01055908203125,140.0756378173828]
Fruit (2452).jpg 3 [146.30880737304688,153.61675834655762]
Fruit (2452).jpg 4 [201.48268127441406,140.16210460662842]
Fruit (2452).jpg 5 [193.82330322265625,89.96976852416992]
Fruit (2452).jpg 6 [115.25814819335938,101.34534645080566]
Fruit (2453).jpg 0 [111.73135375976562,148.392174243927]
Fruit (2453).jpg 1 [98.09373474121094,108.79860496520996]
Fruit (2453).jpg 2 [184.0714111328125,127.80718421936035]
Fruit (2453).jpg 3 [142.76763916015625,94.63360214233398]
Fruit (2454).jpg 0 [206.70504760742188,150.67401361465454]
Fruit (2454).jpg 1 [126.26988220214844,70.38985061645508]
Fruit (2455).jpg 0 [176.71356201171875,161.20471024513245]
Fruit (2455).jpg 1 [134.24014282226562,93.23809814453125]
Fruit (2455).jpg 2 [99.0174789428711,127.89734649658203]
Fruit (2455).jpg 3 [174.51846313476562,118.81810188293457]
Fruit (2456).jpg 0 [111.73135375976562,148.392174243927]
Fruit (2456).jpg 1 [98.09373474121094,108.79860496520996]
Fruit (2456).jpg 2 [184.0714111328125,127.80718421936035]
Fruit (2456).jpg 3 [142.76763916015625,94.63360214233398]
Fruit (2457).jpg 0 [206.70504760742188,150.67401361465454]
Fruit (2457).jpg 1 [126.26988220214844,70.38985061645508]
Fruit (2458).jpg 0 [176.71356201171875,161.20471024513245]
Fruit (2458).jpg 1 [134.24014282226562,93.23809814453125]
Fruit (2458).jpg 2 [99.0174789428711,127.89734649658203]
Fruit (2458).jpg 3 [174.51846313476562,118.81810188293457]
Fruit (246).jpg 0 [216.0404815673828,61.429630279541016]
Fruit (246).jpg 1 [108.49209594726562,141.02620029449463]
Fruit (246).jpg 2 [151.734130859375,37.4102897644043]
Fruit (246).jpg 3 [221.0845489501953,121.39982223510742]
Fruit (246).jpg 4 [150.36752319335938,100.21179389953613]
Fruit (246).jpg 5 [80.43757629394531,90.46827697753906]
Fruit (246).jpg 6 [172.45147705078125,148.5704174041748]
Fruit (246).jpg 7 [45.83157730102539,135.1798677444458]
Fruit (2460).jpg 0 [101.73854064941406,40.428977966308594]
Fruit (2460).jpg 1 [232.6009063720703,66.92961883544922]
Fruit (2460).jpg 2 [155.05722045898438,52.14858627319336]
Fruit (2460).jpg 3 [173.24168395996094,114.72172927856445]
Fruit (2460).jpg 4 [140.40151977539062,144.6952691078186]
Fruit (2460).jpg 5 [91.50807189941406,119.38761901855469]
Fruit (2460).jpg 6 [232.2037353515625,138.67935752868652]
Fruit (2460).jpg 7 [191.9846649169922,163.90818655490875]
Fruit (2461).jpg 0 [67.87020874023438,76.7868881225586]
Fruit (2461).jpg 1 [131.07095336914062,75.3962516784668]
Fruit (2461).jpg 2 [195.33157348632812,88.86162567138672]
Fruit (2461).jpg 3 [173.06231689453125,150.22816467285156]
Fruit (2461).jpg 4 [61.425872802734375,125.65480041503906]
Fruit (2461).jpg 5 [112.35073852539062,143.79101657867432]
Fruit (2461).jpg 6 [146.8037567138672,124.20037269592285]
Fruit (2462).jpg 0 [78.14131164550781,42.14250946044922]
Fruit (2462).jpg 1 [100.23391723632812,155.4663406610489]
Fruit (2462).jpg 2 [53.83464050292969,159.80574828386307]
Fruit (2462).jpg 3 [181.31082153320312,40.21288299560547]
Fruit (2462).jpg 4 [200.39111328125,102.51611328125]
Fruit (2463).jpg 0 [152.34808349609375,30.604896545410156]
Fruit (2463).jpg 1 [184.59698486328125,78.6611213684082]
Fruit (2463).jpg 2 [109.52669525146484,130.8984489440918]
Fruit (2463).jpg 3 [239.43150329589844,50.267459869384766]
Fruit (2463).jpg 4 [122.97843933105469,86.44548034667969]
Fruit (2463).jpg 5 [50.22069549560547,93.20622825622559]
Fruit (2463).jpg 6 [197.13418579101562,129.7683925628662]
Fruit (2464).jpg 0 [60.608619689941406,20.66895294189453]
Fruit (2464).jpg 1 [96.95849609375,58.64023208618164]
Fruit (2464).jpg 2 [134.61044311523438,139.30387115478516]
Fruit (2465).jpg 0 [67.87020874023438,76.7868881225586]
Fruit (2465).jpg 1 [131.07095336914062,75.3962516784668]
Fruit (2465).jpg 2 [195.33157348632812,88.86162567138672]
Fruit (2465).jpg 3 [173.06231689453125,150.22816467285156]
Fruit (2465).jpg 4 [61.425872802734375,125.65480041503906]
Fruit (2465).jpg 5 [112.35073852539062,143.79101657867432]
Fruit (2465).jpg 6 [146.8037567138672,124.20037269592285]
Fruit (2466).jpg 0 [117.77964782714844,130.44362354278564]
Fruit (2466).jpg 1 [159.01580810546875,158.77778792381287]
Fruit (2468).jpg 0 [117.77964782714844,130.44362354278564]
Fruit (2468).jpg 1 [159.01580810546875,158.77778792381287]
Fruit (247).jpg 0 [36.87542724609375,156.06864619255066]
Fruit (247).jpg 1 [150.3639678955078,46.539520263671875]
Fruit (247).jpg 2 [93.79061889648438,36.01231384277344]
Fruit (247).jpg 3 [212.0106201171875,38.48907470703125]
Fruit (247).jpg 4 [74.07024383544922,121.43624496459961]
Fruit (247).jpg 5 [183.58067321777344,132.3706283569336]
Fruit (247).jpg 6 [120.6264419555664,155.47871494293213]
Fruit (247).jpg 7 [67.7342300415039,73.6193618774414]
Fruit (247).jpg 8 [223.6129150390625,93.09081268310547]
Fruit (247).jpg 9 [124.35743713378906,114.62277412414551]
Fruit (2470).jpg 0 [103.51055908203125,132.70009517669678]
Fruit (2470).jpg 1 [186.43153381347656,87.98140716552734]
Fruit (2470).jpg 2 [174.29049682617188,144.57934284210205]
Fruit (2470).jpg 3 [222.82456970214844,106.94485282897949]
Fruit (2471).jpg 0 [138.09962463378906,153.550199508667]
Fruit (2471).jpg 1 [145.52679443359375,109.27328300476074]
Fruit (2471).jpg 2 [201.4329376220703,134.23129558563232]
Fruit (2472).jpg 0 [33.02154541015625,27.1737060546875]
Fruit (2472).jpg 1 [76.4345703125,125.49331283569336]
Fruit (2472).jpg 2 [78.82331085205078,67.35784149169922]
Fruit (2472).jpg 3 [155.83795166015625,148.77751326560974]
Fruit (2472).jpg 4 [137.15283203125,47.001888275146484]
Fruit (2472).jpg 5 [26.596277236938477,89.77985000610352]
Fruit (2472).jpg 6 [184.61370849609375,76.65895080566406]
Fruit (2473).jpg 0 [159.82513427734375,147.7364730834961]
Fruit (2473).jpg 1 [59.732505798339844,151.08267545700073]
Fruit (2474).jpg 0 [132.02366638183594,52.422367095947266]
Fruit (2474).jpg 1 [115.1448974609375,89.41069412231445]
Fruit (2474).jpg 2 [96.71826171875,124.75403594970703]
Fruit (2475).jpg 0 [176.0675506591797,100.83244323730469]
Fruit (2475).jpg 1 [83.61778259277344,122.79119873046875]
Fruit (2476).jpg 0 [223.43313598632812,101.20837593078613]
Fruit (2476).jpg 1 [160.59307861328125,132.31832027435303]
Fruit (2476).jpg 2 [110.16944885253906,148.4878363609314]
Fruit (2476).jpg 3 [74.74197387695312,100.40389633178711]
Fruit (2477).jpg 0 [161.0921630859375,111.51678657531738]
Fruit (2477).jpg 1 [117.2177505493164,127.83831691741943]
Fruit (2477).jpg 2 [144.85340881347656,74.49820327758789]
Fruit (2478).jpg 0 [223.43313598632812,101.20837593078613]
Fruit (2478).jpg 1 [160.59307861328125,132.31832027435303]
Fruit (2478).jpg 2 [110.16944885253906,148.4878363609314]
Fruit (2478).jpg 3 [74.74197387695312,100.40389633178711]
Fruit (2479).jpg 0 [161.0921630859375,111.51678657531738]
Fruit (2479).jpg 1 [117.2177505493164,127.83831691741943]
Fruit (2479).jpg 2 [144.85340881347656,74.49820327758789]
Fruit (248).jpg 0 [36.87542724609375,156.06864619255066]
Fruit (248).jpg 1 [150.3639678955078,46.539520263671875]
Fruit (248).jpg 2 [93.79061889648438,36.01231384277344]
Fruit (248).jpg 3 [212.0106201171875,38.48907470703125]
Fruit (248).jpg 4 [74.07024383544922,121.43624496459961]
Fruit (248).jpg 5 [183.58067321777344,132.3706283569336]
Fruit (248).jpg 6 [120.6264419555664,155.47871494293213]
Fruit (248).jpg 7 [67.7342300415039,73.6193618774414]
Fruit (248).jpg 8 [223.6129150390625,93.09081268310547]
Fruit (248).jpg 9 [124.35743713378906,114.62277412414551]
Fruit (2480).jpg 0 [64.00436401367188,120.14625549316406]
Fruit (2480).jpg 1 [129.89122009277344,123.67692756652832]
Fruit (2480).jpg 2 [97.5152587890625,70.5383529663086]
Fruit (2481).jpg 0 [64.00436401367188,120.14625549316406]
Fruit (2481).jpg 1 [129.89122009277344,123.67692756652832]
Fruit (2481).jpg 2 [97.5152587890625,70.5383529663086]
Fruit (2482).jpg 0 [45.76433563232422,77.62268447875977]
Fruit (2482).jpg 1 [123.91082763671875,159.89790284633636]
Fruit (2482).jpg 2 [97.77447509765625,90.40973281860352]
Fruit (2482).jpg 3 [75.52482604980469,139.23134231567383]
Fruit (2482).jpg 4 [153.45932006835938,117.62313842773438]
Fruit (2482).jpg 5 [130.3672637939453,49.5052490234375]
Fruit (2483).jpg 0 [199.4214630126953,129.06701469421387]
Fruit (2485).jpg 0 [199.4214630126953,129.06701469421387]
Fruit (249).jpg 0 [152.97128295898438,136.58359813690186]
Fruit (249).jpg 1 [166.0147247314453,47.815059661865234]
Fruit (249).jpg 2 [113.09272003173828,84.22106552124023]
Fruit (249).jpg 3 [197.4166259765625,97.58184051513672]
Fruit (249).jpg 4 [27.940685272216797,157.92065358161926]
Fruit (249).jpg 5 [241.18118286132812,65.70055389404297]
Fruit (249).jpg 6 [82.22219848632812,140.91243839263916]
Fruit (249).jpg 7 [35.81429672241211,119.16947650909424]
Fruit (249).jpg 8 [62.701011657714844,52.6240234375]
Fruit (2490).jpg 0 [192.83802795410156,110.95095443725586]
Fruit (2490).jpg 1 [124.66674041748047,33.17404556274414]
Fruit (2490).jpg 2 [113.22914123535156,86.82922744750977]
Fruit (2490).jpg 3 [124.60809326171875,143.6908769607544]
Fruit (2490).jpg 4 [161.2306365966797,70.5899429321289]
Fruit (2491).jpg 0 [196.3194580078125,59.34586715698242]
Fruit (2491).jpg 1 [189.55897521972656,158.58573627471924]
Fruit (2491).jpg 2 [123.69947814941406,160.45533919334412]
Fruit (2491).jpg 3 [76.14493560791016,146.41261386871338]
Fruit (2491).jpg 4 [199.547119140625,110.85397338867188]
Fruit (2491).jpg 5 [156.5100860595703,100.91437339782715]
Fruit (2491).jpg 6 [122.92025756835938,121.83567810058594]
Fruit (2492).jpg 0 [33.35097885131836,129.8450927734375]
Fruit (2492).jpg 1 [175.11697387695312,151.78448581695557]
Fruit (2492).jpg 2 [100.36566925048828,139.17874908447266]
Fruit (2492).jpg 3 [72.02096557617188,88.57369613647461]
Fruit (2492).jpg 4 [44.70744323730469,168.9283865839243]
Fruit (2493).jpg 0 [87.55957794189453,105.85413360595703]
Fruit (2493).jpg 1 [217.25628662109375,100.33531188964844]
Fruit (2493).jpg 2 [92.69073486328125,52.74380111694336]
Fruit (2493).jpg 3 [173.47579956054688,168.29443454742432]
Fruit (2493).jpg 4 [148.97633361816406,76.43066024780273]
Fruit (2493).jpg 5 [142.86253356933594,126.510986328125]
Fruit (2493).jpg 6 [251.36546325683594,162.03832989931107]
Fruit (2494).jpg 0 [74.69746398925781,54.75416564941406]
Fruit (2494).jpg 1 [24.275890350341797,63.75360870361328]
Fruit (2494).jpg 2 [141.43174743652344,41.3917121887207]
Fruit (2494).jpg 3 [102.27616882324219,91.85454940795898]
Fruit (2494).jpg 4 [27.546648025512695,136.71592617034912]
Fruit (2494).jpg 5 [65.14061737060547,110.45990371704102]
Fruit (2494).jpg 6 [197.553955078125,117.88999938964844]
Fruit (2495).jpg 0 [184.81716918945312,105.33210372924805]
Fruit (2495).jpg 1 [108.93595886230469,20.72948455810547]
Fruit (2495).jpg 2 [78.140625,61.4926643371582]
Fruit (2495).jpg 3 [45.283897399902344,106.37095069885254]
Fruit (2495).jpg 4 [112.57707214355469,107.01816177368164]
Fruit (2495).jpg 5 [181.0754852294922,30.5740966796875]
Fruit (2496).jpg 0 [109.80773162841797,114.3658218383789]
Fruit (2496).jpg 1 [60.28030014038086,138.86223220825195]
Fruit (2496).jpg 2 [106.00177001953125,61.907161712646484]
Fruit (2496).jpg 3 [170.058837890625,121.22134208679199]
Fruit (2497).jpg 0 [91.9928970336914,67.91589736938477]
Fruit (2497).jpg 1 [127.31401062011719,155.37704467773438]
Fruit (2497).jpg 2 [182.4451904296875,152.8010025024414]
Fruit (2497).jpg 3 [70.06812286376953,128.0080690383911]
Fruit (2497).jpg 4 [223.11953735351562,108.59436416625977]
Fruit (2497).jpg 5 [174.5979766845703,75.03141784667969]
Fruit (2497).jpg 6 [127.11859893798828,107.04438209533691]
Fruit (2498).jpg 0 [137.5452117919922,93.4472599029541]
Fruit (2498).jpg 1 [167.6986083984375,149.9699411392212]
Fruit (2498).jpg 2 [25.02164077758789,153.47660732269287]
Fruit (2498).jpg 3 [88.75879669189453,159.2824935913086]
Fruit (2498).jpg 4 [212.48416137695312,82.4910774230957]
Fruit (2499).jpg 0 [91.9928970336914,67.91589736938477]
Fruit (2499).jpg 1 [127.31401062011719,155.37704467773438]
Fruit (2499).jpg 2 [182.4451904296875,152.8010025024414]
Fruit (2499).jpg 3 [70.06812286376953,128.0080690383911]
Fruit (2499).jpg 4 [223.11953735351562,108.59436416625977]
Fruit (2499).jpg 5 [174.5979766845703,75.03141784667969]
Fruit (2499).jpg 6 [127.11859893798828,107.04438209533691]
Fruit (25).jpg 0 [80.9455795288086,158.82881116867065]
Fruit (25).jpg 1 [211.8572998046875,91.01496887207031]
Fruit (25).jpg 2 [40.398780822753906,72.07274627685547]
Fruit (25).jpg 3 [148.1541748046875,111.50492858886719]
Fruit (25).jpg 4 [110.58538818359375,60.398372650146484]
Fruit (25).jpg 5 [176.28285217285156,46.29265213012695]
Fruit (25).jpg 6 [82.4319076538086,111.85383224487305]
Fruit (25).jpg 7 [238.98959350585938,168.64113914966583]
Fruit (250).jpg 0 [152.97128295898438,136.58359813690186]
Fruit (250).jpg 1 [166.0147247314453,47.815059661865234]
Fruit (250).jpg 2 [113.09272003173828,84.22106552124023]
Fruit (250).jpg 3 [197.4166259765625,97.58184051513672]
Fruit (250).jpg 4 [27.940685272216797,157.92065358161926]
Fruit (250).jpg 5 [241.18118286132812,65.70055389404297]
Fruit (250).jpg 6 [82.22219848632812,140.91243839263916]
Fruit (250).jpg 7 [35.81429672241211,119.16947650909424]
Fruit (250).jpg 8 [62.701011657714844,52.6240234375]
Fruit (2500).jpg 0 [163.46697998046875,102.37069511413574]
Fruit (2500).jpg 1 [155.1865692138672,53.096012115478516]
Fruit (2501).jpg 0 [163.35479736328125,102.90544509887695]
Fruit (2501).jpg 1 [154.63626098632812,52.274898529052734]
Fruit (2503).jpg 0 [87.12879180908203,140.30259895324707]
Fruit (2503).jpg 1 [199.2937469482422,134.2785530090332]
Fruit (2503).jpg 2 [139.79286193847656,108.21781539916992]
Fruit (2504).jpg 0 [163.46697998046875,102.37069511413574]
Fruit (2504).jpg 1 [155.1865692138672,53.096012115478516]
Fruit (2505).jpg 0 [163.35479736328125,102.90544509887695]
Fruit (2505).jpg 1 [154.63626098632812,52.274898529052734]
Fruit (2507).jpg 0 [87.12879180908203,140.30259895324707]
Fruit (2507).jpg 1 [199.2937469482422,134.2785530090332]
Fruit (2507).jpg 2 [139.79286193847656,108.21781539916992]
Fruit (2508).jpg 0 [156.350830078125,141.3498797416687]
Fruit (2508).jpg 1 [113.51358795166016,83.19080352783203]
Fruit (2508).jpg 2 [107.28530883789062,141.81177139282227]
Fruit (2508).jpg 3 [39.37681579589844,73.5208625793457]
Fruit (2508).jpg 4 [62.5333251953125,136.84796333312988]
Fruit (2508).jpg 5 [126.05635833740234,144.3282608985901]
Fruit (2509).jpg 0 [123.51483154296875,146.8183536529541]
Fruit (2509).jpg 1 [102.72362518310547,43.43697738647461]
Fruit (2509).jpg 2 [183.43435668945312,147.3937110900879]
Fruit (2509).jpg 3 [91.14230346679688,94.27254486083984]
Fruit (2509).jpg 4 [53.868812561035156,144.2787208557129]
Fruit (2509).jpg 5 [168.63180541992188,101.76658058166504]
Fruit (2509).jpg 6 [35.53392028808594,35.34684753417969]
Fruit (2509).jpg 7 [24.75752067565918,95.85454368591309]
Fruit (2509).jpg 8 [165.0496826171875,47.97679901123047]
Fruit (251).jpg 0 [197.21292114257812,137.99377727508545]
Fruit (251).jpg 1 [140.41326904296875,57.03017807006836]
Fruit (251).jpg 2 [191.7179412841797,65.27832794189453]
Fruit (251).jpg 3 [97.39430236816406,137.00475311279297]
Fruit (251).jpg 4 [143.0051727294922,150.16544389724731]
Fruit (251).jpg 5 [85.59956359863281,58.73906707763672]
Fruit (251).jpg 6 [71.46086120605469,107.49960517883301]
Fruit (2510).jpg 0 [148.7050323486328,26.67957305908203]
Fruit (2510).jpg 1 [164.61026000976562,125.82871627807617]
Fruit (2510).jpg 2 [163.88800048828125,77.1339340209961]
Fruit (2510).jpg 3 [96.78045654296875,124.0052375793457]
Fruit (2510).jpg 4 [86.0841293334961,85.47844696044922]
Fruit (2510).jpg 5 [110.79064178466797,55.9887580871582]
Fruit (2510).jpg 6 [46.93994903564453,113.9412956237793]
Fruit (2511).jpg 0 [32.951969146728516,79.08147430419922]
Fruit (2511).jpg 1 [24.895084381103516,126.48583602905273]
Fruit (2511).jpg 2 [143.40809631347656,97.44034194946289]
Fruit (2512).jpg 0 [180.18814086914062,45.51839828491211]
Fruit (2512).jpg 1 [134.6009521484375,120.98377132415771]
Fruit (2512).jpg 2 [98.58195495605469,39.50960922241211]
Fruit (2512).jpg 3 [204.33197021484375,104.02652359008789]
Fruit (2512).jpg 4 [35.60201644897461,48.473514556884766]
Fruit (2513).jpg 0 [148.48199462890625,82.12333679199219]
Fruit (2513).jpg 1 [179.33749389648438,137.42323398590088]
Fruit (2513).jpg 2 [220.9252166748047,86.60911178588867]
Fruit (2513).jpg 3 [103.10338592529297,153.42071962356567]
Fruit (2513).jpg 4 [88.38258361816406,108.8330249786377]
Fruit (2514).jpg 0 [196.13232421875,106.6351203918457]
Fruit (2514).jpg 1 [108.48490905761719,65.31875991821289]
Fruit (2514).jpg 2 [135.0212860107422,117.09263038635254]
Fruit (2514).jpg 3 [179.55990600585938,62.177345275878906]
Fruit (2514).jpg 4 [149.5126190185547,26.365615844726562]
Fruit (2514).jpg 5 [241.27621459960938,61.91889953613281]
Fruit (2515).jpg 0 [195.345458984375,80.58420944213867]
Fruit (2515).jpg 1 [179.96145629882812,30.71026611328125]
Fruit (2515).jpg 2 [82.55293273925781,70.45649719238281]
Fruit (2515).jpg 3 [153.49578857421875,123.72045516967773]
Fruit (2515).jpg 4 [124.93763732910156,32.090728759765625]
Fruit (2515).jpg 5 [110.728515625,113.85672760009766]
Fruit (2515).jpg 6 [145.0234832763672,78.26848220825195]
Fruit (2516).jpg 0 [107.51779174804688,98.02849197387695]
Fruit (2516).jpg 1 [185.06961059570312,153.39642810821533]
Fruit (2516).jpg 2 [149.9916229248047,121.77985572814941]
Fruit (2517).jpg 0 [107.51779174804688,98.02849197387695]
Fruit (2517).jpg 1 [185.06961059570312,153.39642810821533]
Fruit (2517).jpg 2 [149.9916229248047,121.77985572814941]
Fruit (2518).jpg 0 [191.75518798828125,115.86673164367676]
Fruit (2518).jpg 1 [123.8883285522461,97.19964599609375]
Fruit (2518).jpg 2 [33.513641357421875,147.09314107894897]
Fruit (2518).jpg 3 [39.17621612548828,94.51725387573242]
Fruit (2518).jpg 4 [95.82817077636719,147.7311782836914]
Fruit (2518).jpg 5 [86.51475524902344,48.893306732177734]
Fruit (2519).jpg 0 [146.36392211914062,62.205501556396484]
Fruit (2519).jpg 1 [164.95574951171875,96.95136260986328]
Fruit (252).jpg 0 [197.21292114257812,137.99377727508545]
Fruit (252).jpg 1 [140.41326904296875,57.03017807006836]
Fruit (252).jpg 2 [191.7179412841797,65.27832794189453]
Fruit (252).jpg 3 [97.39430236816406,137.00475311279297]
Fruit (252).jpg 4 [143.0051727294922,150.16544389724731]
Fruit (252).jpg 5 [85.59956359863281,58.73906707763672]
Fruit (252).jpg 6 [71.46086120605469,107.49960517883301]
Fruit (2520).jpg 0 [148.22625732421875,82.66831588745117]
Fruit (2520).jpg 1 [220.68569946289062,86.81671905517578]
Fruit (2520).jpg 2 [104.21766662597656,152.08427000045776]
Fruit (2520).jpg 3 [87.95510864257812,106.78185081481934]
Fruit (2520).jpg 4 [179.31915283203125,136.89678573608398]
Fruit (2521).jpg 0 [150.26300048828125,145.97542572021484]
Fruit (2521).jpg 1 [148.06454467773438,96.01113510131836]
Fruit (2521).jpg 2 [207.03285217285156,124.49484634399414]
Fruit (2521).jpg 3 [49.508880615234375,110.76751136779785]
Fruit (2521).jpg 4 [147.19625854492188,38.8231201171875]
Fruit (2521).jpg 5 [236.8345947265625,46.6831169128418]
Fruit (2521).jpg 6 [31.043811798095703,40.06923294067383]
Fruit (2521).jpg 7 [242.3376922607422,60.533992767333984]
Fruit (2522).jpg 0 [209.5399169921875,127.10506629943848]
Fruit (2522).jpg 1 [92.26130676269531,141.1134796142578]
Fruit (2522).jpg 2 [69.77169036865234,95.6464614868164]
Fruit (2522).jpg 3 [146.76734924316406,136.13119220733643]
Fruit (2522).jpg 4 [147.70005798339844,76.98063278198242]
Fruit (2522).jpg 5 [90.71652221679688,47.131473541259766]
Fruit (2522).jpg 6 [204.2967529296875,51.10578918457031]
Fruit (2523).jpg 0 [148.22625732421875,82.66831588745117]
Fruit (2523).jpg 1 [220.68569946289062,86.81671905517578]
Fruit (2523).jpg 2 [104.21766662597656,152.08427000045776]
Fruit (2523).jpg 3 [87.95510864257812,106.78185081481934]
Fruit (2523).jpg 4 [179.31915283203125,136.89678573608398]
Fruit (2524).jpg 0 [150.26300048828125,145.97542572021484]
Fruit (2524).jpg 1 [148.06454467773438,96.01113510131836]
Fruit (2524).jpg 2 [207.03285217285156,124.49484634399414]
Fruit (2524).jpg 3 [49.508880615234375,110.76751136779785]
Fruit (2524).jpg 4 [147.19625854492188,38.8231201171875]
Fruit (2524).jpg 5 [236.8345947265625,46.6831169128418]
Fruit (2524).jpg 6 [31.043811798095703,40.06923294067383]
Fruit (2524).jpg 7 [242.3376922607422,60.533992767333984]
Fruit (2525).jpg 0 [150.26300048828125,145.97542572021484]
Fruit (2525).jpg 1 [148.06454467773438,96.01113510131836]
Fruit (2525).jpg 2 [207.03285217285156,124.49484634399414]
Fruit (2525).jpg 3 [49.508880615234375,110.76751136779785]
Fruit (2525).jpg 4 [147.19625854492188,38.8231201171875]
Fruit (2525).jpg 5 [236.8345947265625,46.6831169128418]
Fruit (2525).jpg 6 [31.043811798095703,40.06923294067383]
Fruit (2525).jpg 7 [242.3376922607422,60.533992767333984]
Fruit (2526).jpg 0 [41.71120834350586,77.35406494140625]
Fruit (2526).jpg 1 [79.81566619873047,19.269760131835938]
Fruit (2526).jpg 2 [154.640869140625,93.77755737304688]
Fruit (2526).jpg 3 [100.30140686035156,81.93140029907227]
Fruit (2527).jpg 0 [150.26300048828125,145.97542572021484]
Fruit (2527).jpg 1 [148.06454467773438,96.01113510131836]
Fruit (2527).jpg 2 [207.03285217285156,124.49484634399414]
Fruit (2527).jpg 3 [49.508880615234375,110.76751136779785]
Fruit (2527).jpg 4 [147.19625854492188,38.8231201171875]
Fruit (2527).jpg 5 [236.8345947265625,46.6831169128418]
Fruit (2527).jpg 6 [31.043811798095703,40.06923294067383]
Fruit (2527).jpg 7 [242.3376922607422,60.533992767333984]
Fruit (2528).jpg 0 [209.5399169921875,127.10506629943848]
Fruit (2528).jpg 1 [92.26130676269531,141.1134796142578]
Fruit (2528).jpg 2 [69.77169036865234,95.6464614868164]
Fruit (2528).jpg 3 [146.76734924316406,136.13119220733643]
Fruit (2528).jpg 4 [147.70005798339844,76.98063278198242]
Fruit (2528).jpg 5 [90.71652221679688,47.131473541259766]
Fruit (2528).jpg 6 [204.2967529296875,51.10578918457031]
Fruit (2529).jpg 0 [139.03323364257812,60.594478607177734]
Fruit (2529).jpg 1 [53.355655670166016,120.58231735229492]
Fruit (2529).jpg 2 [99.41790771484375,105.27984046936035]
Fruit (2529).jpg 3 [154.45181274414062,138.9289207458496]
Fruit (253).jpg 0 [111.23417663574219,111.43505096435547]
Fruit (253).jpg 1 [75.74168395996094,160.83363342285156]
Fruit (253).jpg 2 [57.45881652832031,118.4344596862793]
Fruit (253).jpg 3 [169.41712951660156,109.6124038696289]
Fruit (253).jpg 4 [226.17955017089844,109.03254699707031]
Fruit (253).jpg 5 [93.2759017944336,60.06010437011719]
Fruit (253).jpg 6 [191.8310546875,57.78619384765625]
Fruit (253).jpg 7 [190.8018798828125,156.18223237991333]
Fruit (2530).jpg 0 [139.03323364257812,60.594478607177734]
Fruit (2530).jpg 1 [53.355655670166016,120.58231735229492]
Fruit (2530).jpg 2 [99.41790771484375,105.27984046936035]
Fruit (2530).jpg 3 [154.45181274414062,138.9289207458496]
Fruit (2532).jpg 0 [73.44071960449219,117.99452209472656]
Fruit (2532).jpg 1 [120.09178161621094,77.58082580566406]
Fruit (2533).jpg 0 [233.24319458007812,120.4972972869873]
Fruit (2533).jpg 1 [226.3812255859375,67.02976989746094]
Fruit (2533).jpg 2 [146.83474731445312,57.70604705810547]
Fruit (2534).jpg 0 [61.12419891357422,149.96046113967896]
Fruit (2534).jpg 1 [55.238014221191406,108.94928169250488]
Fruit (2534).jpg 2 [184.6903839111328,100.88257598876953]
Fruit (2534).jpg 3 [150.02723693847656,34.412330627441406]
Fruit (2534).jpg 4 [122.06224060058594,79.22421264648438]
Fruit (2535).jpg 0 [165.54653930664062,68.48478317260742]
Fruit (2535).jpg 1 [102.38956451416016,61.49028015136719]
Fruit (2535).jpg 2 [136.09390258789062,166.92364978790283]
Fruit (2536).jpg 0 [139.78623962402344,148.93851137161255]
Fruit (2536).jpg 1 [127.80685424804688,41.97536849975586]
Fruit (2536).jpg 2 [109.8283462524414,91.16977310180664]
Fruit (2537).jpg 0 [99.8632583618164,65.300048828125]
Fruit (2537).jpg 1 [71.57557678222656,119.77643394470215]
Fruit (2537).jpg 2 [130.3062744140625,137.98491954803467]
Fruit (2538).jpg 0 [99.8632583618164,65.300048828125]
Fruit (2538).jpg 1 [71.57557678222656,119.77643394470215]
